"","dependent.var","dependent.var.value","independent_repeat.value","numbers","se","min","max","methode"
"30","why_not_safe_in_aoo","exploitative_work","salah.al.din",0.151802683997206,NA,0.0492191921845807,0.254386175809832,"independent.var"
"31","why_not_safe_in_aoo","close_conflict","al.anbar",0,NA,0,0,"independent.var"
"32","why_not_safe_in_aoo","close_conflict","erbil",0.0373667240433288,NA,0,0.0805282582817695,"independent.var"
"33","why_not_safe_in_aoo","close_conflict","kirkuk",0.397653270805294,NA,0.236265535552212,0.559041006058376,"independent.var"
"34","why_not_safe_in_aoo","close_conflict","ninewa",0.180445996540961,NA,0.146275866163718,0.214616126918204,"independent.var"
"35","why_not_safe_in_aoo","close_conflict","salah.al.din",0.294931062178607,NA,0.157355843304385,0.432506281052828,"independent.var"
"36","why_not_safe_in_aoo","land_contaminated","al.anbar",0.5,NA,0,1,"independent.var"
"37","why_not_safe_in_aoo","land_contaminated","erbil",0.164662806952547,NA,0.0526358295728499,0.276689784332244,"independent.var"
"38","why_not_safe_in_aoo","land_contaminated","kirkuk",0.284422842362046,NA,0.134804276532103,0.434041408191988,"independent.var"
"39","why_not_safe_in_aoo","land_contaminated","ninewa",0.229182586592576,NA,0.210085981642607,0.248279191542546,"independent.var"
"40","why_not_safe_in_aoo","land_contaminated","salah.al.din",0.172557892517586,NA,0.0584006903276955,0.286715094707476,"independent.var"
"41","why_not_safe_in_aoo","fear_armed_actors","al.anbar",0.5,NA,0,1,"independent.var"
"42","why_not_safe_in_aoo","fear_armed_actors","erbil",0.373667240433288,NA,0.259485588068544,0.487848892798032,"independent.var"
"43","why_not_safe_in_aoo","fear_armed_actors","kirkuk",0.194494097689547,NA,0.0637871752057669,0.325201020173327,"independent.var"
"44","why_not_safe_in_aoo","fear_armed_actors","ninewa",0.381340332995736,NA,0.347448832573422,0.415231833418049,"independent.var"
"45","why_not_safe_in_aoo","fear_armed_actors","salah.al.din",0.18074162925044,NA,0.0707664066316011,0.290716851869279,"independent.var"
"46","why_not_safe_in_aoo","fear_extremists","al.anbar",0.5,NA,0,1,"independent.var"
"47","why_not_safe_in_aoo","fear_extremists","erbil",0.672601032779919,NA,0.552099412459404,0.793102653100433,"independent.var"
"48","why_not_safe_in_aoo","fear_extremists","kirkuk",0.30925881140646,NA,0.167530291083651,0.450987331729269,"independent.var"
"49","why_not_safe_in_aoo","fear_extremists","ninewa",0.321238696111905,NA,0.290585166294771,0.351892225929039,"independent.var"
"50","why_not_safe_in_aoo","fear_extremists","salah.al.din",0.275288880589038,NA,0.152262827826391,0.398314933351685,"independent.var"
"51","why_not_safe_in_aoo","fear_community_violence","al.anbar",0,NA,0,0,"independent.var"
"52","why_not_safe_in_aoo","fear_community_violence","erbil",0.148736371871071,NA,0.0670549829696764,0.230417760772465,"independent.var"
"53","why_not_safe_in_aoo","fear_community_violence","kirkuk",0.113230428443248,NA,0.00990232345805862,0.216558533428438,"independent.var"
"54","why_not_safe_in_aoo","fear_community_violence","ninewa",0.172718267391198,NA,0.144648384676338,0.200788150106059,"independent.var"
"55","why_not_safe_in_aoo","fear_community_violence","salah.al.din",0.317912763964488,NA,0.17857174283959,0.457253785089385,"independent.var"
"56","why_not_safe_in_aoo","discrimination","al.anbar",0,NA,0,0,"independent.var"
"57","why_not_safe_in_aoo","discrimination","erbil",0.0373667240433288,NA,0,0.0805282582817695,"independent.var"
"58","why_not_safe_in_aoo","discrimination","kirkuk",0,NA,0,0,"independent.var"
"59","why_not_safe_in_aoo","discrimination","ninewa",0.120347231669042,NA,0.0944448535800052,0.146249609758079,"independent.var"
"60","why_not_safe_in_aoo","discrimination","salah.al.din",0.0360491338039743,NA,0,0.0946967385364965,"independent.var"
"61","why_not_safe_in_aoo","poor_infrastructure","al.anbar",0,NA,0,0,"independent.var"
"62","why_not_safe_in_aoo","poor_infrastructure","erbil",0.200833408613108,NA,0.108767029735259,0.292899787490956,"independent.var"
"63","why_not_safe_in_aoo","poor_infrastructure","kirkuk",0.471878154441454,NA,0.308836458361103,0.634919850521804,"independent.var"
"64","why_not_safe_in_aoo","poor_infrastructure","ninewa",0.36572263581085,NA,0.344948362011448,0.386496909610252,"independent.var"
"65","why_not_safe_in_aoo","poor_infrastructure","salah.al.din",0.261518309410468,NA,0.132959042541235,0.390077576279701,"independent.var"
"66","why_not_safe_in_aoo","restrictions_on_households","al.anbar",0,NA,0,0,"independent.var"
"67","why_not_safe_in_aoo","restrictions_on_households","erbil",0,NA,0,0,"independent.var"
"68","why_not_safe_in_aoo","restrictions_on_households","kirkuk",0,NA,0,0,"independent.var"
"69","why_not_safe_in_aoo","restrictions_on_households","ninewa",0.0165931757430423,NA,0.00102667743245228,0.0321596740536323,"independent.var"
"70","why_not_safe_in_aoo","restrictions_on_households","salah.al.din",0.0592026425073399,NA,0,0.121496078093815,"independent.var"
"71","why_not_safe_in_aoo","other","al.anbar",0,NA,0,0,"independent.var"
"72","why_not_safe_in_aoo","other","erbil",0,NA,0,0,"independent.var"
"73","why_not_safe_in_aoo","other","kirkuk",0,NA,0,0,"independent.var"
"74","why_not_safe_in_aoo","other","ninewa",0,NA,0,0,"independent.var"
"75","why_not_safe_in_aoo","other","salah.al.din",0,NA,0,0,"independent.var"
"76","assistance_provided_in_aoo","no","al.anbar",0.826258799222822,NA,0.56561774403568,1.08689985440996,"independent.var"
"77","assistance_provided_in_aoo","yes","al.anbar",0.173741200777178,NA,-0.086899854409964,0.434382255964319,"independent.var"
"78","assistance_provided_in_aoo","no","diyala",1,NA,1,1,"independent.var"
"79","assistance_provided_in_aoo","do_not_know","erbil",0.223486422750432,NA,0.146861759428625,0.300111086072239,"independent.var"
"80","assistance_provided_in_aoo","no","erbil",0.73813693905056,NA,0.658245617620712,0.818028260480408,"independent.var"
"81","assistance_provided_in_aoo","yes","erbil",0.0383766381990078,NA,0.00667934726180219,0.0700739291362134,"independent.var"
"82","assistance_provided_in_aoo","do_not_know","kirkuk",0.205021272425217,NA,0.126691461562276,0.283351083288159,"independent.var"
"83","assistance_provided_in_aoo","no","kirkuk",0.383394887354789,NA,0.288673122077798,0.478116652631779,"independent.var"
"84","assistance_provided_in_aoo","yes","kirkuk",0.411583840219994,NA,0.315377337056277,0.507790343383711,"independent.var"
"85","assistance_provided_in_aoo","decline_to_answer","ninewa",0.0281928051065925,NA,0.0205295723866414,0.0358560378265436,"independent.var"
"86","assistance_provided_in_aoo","do_not_know","ninewa",0.297248252922644,NA,0.277181210693994,0.317315295151295,"independent.var"
"87","assistance_provided_in_aoo","no","ninewa",0.52123128242385,NA,0.499456782773343,0.543005782074357,"independent.var"
"88","assistance_provided_in_aoo","yes","ninewa",0.153327659546913,NA,0.136795277499927,0.169860041593899,"independent.var"
"89","assistance_provided_in_aoo","decline_to_answer","salah.al.din",0.0167329227653103,NA,-0.00299589765919097,0.0364617431898116,"independent.var"
"90","assistance_provided_in_aoo","do_not_know","salah.al.din",0.290434491648936,NA,0.208181732710047,0.372687250587824,"independent.var"
"91","assistance_provided_in_aoo","no","salah.al.din",0.411759687069012,NA,0.317358906579425,0.5061604675586,"independent.var"
"92","assistance_provided_in_aoo","yes","salah.al.din",0.281072898516742,NA,0.193185415910151,0.368960381123333,"independent.var"
"93","type_assistance","cash","al.anbar",0,NA,0,0,"independent.var"
"94","type_assistance","cash","erbil",0.0739281103485765,NA,0,0.19959408292861,"independent.var"
"95","type_assistance","cash","kirkuk",0.538030561150781,NA,0.344401821145135,0.731659301156427,"independent.var"
"96","type_assistance","cash","ninewa",0.666560681789696,NA,0.611229707048009,0.721891656531383,"independent.var"
"97","type_assistance","cash","salah.al.din",0.578885781725112,NA,0.350107396122652,0.807664167327572,"independent.var"
"98","type_assistance","food","al.anbar",1,NA,1,1,"independent.var"
"99","type_assistance","food","erbil",1,NA,1,1,"independent.var"
"100","type_assistance","food","kirkuk",0.971126910071924,NA,0.922849026346637,1,"independent.var"
"101","type_assistance","food","ninewa",0.853538738930756,NA,0.814526261252326,0.892551216609186,"independent.var"
"102","type_assistance","food","salah.al.din",0.92225170559769,NA,0.861030309771407,0.983473101423973,"independent.var"
"103","type_assistance","nfi_distributions","al.anbar",1,NA,1,1,"independent.var"
"104","type_assistance","nfi_distributions","erbil",0.926071889651424,NA,0.80040591707139,1,"independent.var"
"105","type_assistance","nfi_distributions","kirkuk",0.711269100719238,NA,0.558355564410204,0.864182637028273,"independent.var"
"106","type_assistance","nfi_distributions","ninewa",0.471020164805664,NA,0.414162165781407,0.527878163829921,"independent.var"
"107","type_assistance","nfi_distributions","salah.al.din",0.35185924698876,NA,0.147044126662756,0.556674367314764,"independent.var"
"108","type_assistance","livelihoods","al.anbar",0,NA,0,0,"independent.var"
"109","type_assistance","livelihoods","erbil",0,NA,0,0,"independent.var"
"110","type_assistance","livelihoods","kirkuk",0,NA,0,0,"independent.var"
"111","type_assistance","livelihoods","ninewa",0.334838560194896,NA,0.285604041867361,0.384073078522432,"independent.var"
"112","type_assistance","livelihoods","salah.al.din",0,NA,0,0,"independent.var"
"113","type_assistance","infrastructure_repair","al.anbar",0,NA,0,0,"independent.var"
"114","type_assistance","infrastructure_repair","erbil",0,NA,0,0,"independent.var"
"115","type_assistance","infrastructure_repair","kirkuk",0.144365449640381,NA,0.0363356437749645,0.252395255505797,"independent.var"
"116","type_assistance","infrastructure_repair","ninewa",0.210584807146829,NA,0.164696491385053,0.256473122908606,"independent.var"
"117","type_assistance","infrastructure_repair","salah.al.din",0.135960721268109,NA,0.0307597946464696,0.241161647889748,"independent.var"
"118","type_assistance","other","al.anbar",0,NA,0,0,"independent.var"
"119","type_assistance","other","erbil",0,NA,0,0,"independent.var"
"120","type_assistance","other","kirkuk",0,NA,0,0,"independent.var"
"121","type_assistance","other","ninewa",1.11022302462516e-16,NA,1.11022302462516e-16,1.11022302462516e-16,"independent.var"
"122","type_assistance","other","salah.al.din",0,NA,0,0,"independent.var"
"123","assistance_provider","humanitarian","al.anbar",0,NA,0,0,"independent.var"
"124","assistance_provider","humanitarian","erbil",1,NA,1,1,"independent.var"
"125","assistance_provider","humanitarian","kirkuk",1,NA,1,1,"independent.var"
"126","assistance_provider","humanitarian","ninewa",0.984886485992573,NA,0.969759167683444,1,"independent.var"
"127","assistance_provider","humanitarian","salah.al.din",0.922895132770184,NA,0.833862381953198,1,"independent.var"
"128","assistance_provider","local_authorities","al.anbar",1,NA,1,1,"independent.var"
"129","assistance_provider","local_authorities","erbil",0.308690629883808,NA,0,0.755148180841931,"independent.var"
"130","assistance_provider","local_authorities","kirkuk",0,NA,0,0,"independent.var"
"131","assistance_provider","local_authorities","ninewa",0.100046696553215,NA,0.0659356186404871,0.134157774465943,"independent.var"
"132","assistance_provider","local_authorities","salah.al.din",0.361804081009821,NA,0.113151069527229,0.610457092492413,"independent.var"
"133","assistance_provider","security_actor","al.anbar",0,NA,0,0,"independent.var"
"134","assistance_provider","security_actor","erbil",0,NA,0,0,"independent.var"
"135","assistance_provider","security_actor","kirkuk",0,NA,0,0,"independent.var"
"136","assistance_provider","security_actor","ninewa",0.00348419127848645,NA,0,0.00923231981821613,"independent.var"
"137","assistance_provider","security_actor","salah.al.din",0.0129631154227406,NA,0,0.0290921692882703,"independent.var"
"138","assistance_provider","local_community","al.anbar",0,NA,0,0,"independent.var"
"139","assistance_provider","local_community","erbil",0,NA,0,0,"independent.var"
"140","assistance_provider","local_community","kirkuk",0,NA,0,0,"independent.var"
"141","assistance_provider","local_community","ninewa",0.00783409061984588,NA,0,0.0170294960363809,"independent.var"
"142","assistance_provider","local_community","salah.al.din",0,NA,0,0,"independent.var"
"143","when_move_1","1_2_weeks","kirkuk",1,NA,NA,NA,"independent.var"
"144","when_move_1","1_2_weeks","ninewa",0.0374476817229569,NA,-0.0381260217078258,0.113021385153739,"independent.var"
"145","when_move_1","2_3_months","ninewa",0.362958460017828,NA,0.142434951714313,0.583481968321343,"independent.var"
"146","when_move_1","3_4_weeks","ninewa",0.186545248028725,NA,-0.0421142685059289,0.415204764563378,"independent.var"
"147","when_move_1","decline_to_answer","ninewa",0.0374476817229569,NA,-0.0381260217078258,0.113021385153739,"independent.var"
"148","when_move_1","do_not_know","ninewa",0.375600928507534,NA,0.111131755879077,0.64007010113599,"independent.var"
"149","when_move_1","2_3_months","salah.al.din",0.272727272727273,NA,0.0325152800647053,0.51293926538984,"independent.var"
"150","when_move_1","do_not_know","salah.al.din",0.727272727272727,NA,0.48706073461016,0.967484719935295,"independent.var"
"151","safe_in_aoo","do_not_know","ninewa",0.147625253890805,NA,0.13439581797465,0.160854689806959,"repeat.var"
"152","safe_in_aoo","no","ninewa",0.602465027920949,NA,0.584654947138885,0.620275108703013,"repeat.var"
"153","safe_in_aoo","yes","ninewa",0.249909718188246,NA,0.230244054156924,0.269575382219569,"repeat.var"
"154","safe_in_aoo","do_not_know","erbil",0.023110565367332,NA,-0.0101199792325211,0.0563411099671851,"repeat.var"
"155","safe_in_aoo","no","erbil",0.299635280593583,NA,0.173452693218277,0.42581786796889,"repeat.var"
"156","safe_in_aoo","yes","erbil",0.677254154039085,NA,0.551130358825151,0.803377949253018,"repeat.var"
"157","safe_in_aoo","no","al.anbar",0.146970416073406,NA,0.146970416073406,0.146970416073406,"repeat.var"
"158","safe_in_aoo","yes","al.anbar",0.853029583926594,NA,0.853029583926594,0.853029583926594,"repeat.var"
"159","safe_in_aoo","do_not_know","kirkuk",0.0630162103295072,NA,-0.0139445132453161,0.139976933904331,"repeat.var"
"160","safe_in_aoo","no","kirkuk",0.564087181118147,NA,0.421755737141326,0.706418625094968,"repeat.var"
"161","safe_in_aoo","yes","kirkuk",0.372896608552346,NA,0.252404243527994,0.493388973576699,"repeat.var"
"162","safe_in_aoo","do_not_know","salah.al.din",0.0253472655629568,NA,-0.00448796111418144,0.055182492240095,"repeat.var"
"163","safe_in_aoo","no","salah.al.din",0.330220199272708,NA,0.26848423020808,0.391956168337336,"repeat.var"
"164","safe_in_aoo","yes","salah.al.din",0.644432535164335,NA,0.576085860918408,0.712779209410263,"repeat.var"
"165","safe_in_aoo",NA,"diyala",NA,NA,NA,NA,"repeat.var"
"166","why_not_safe_in_aoo","gender_based_violence","ninewa",0.0362902894647231,NA,0.0108154990065437,0.0617650799229025,"repeat.var"
"167","why_not_safe_in_aoo","sporadic_clashes","ninewa",0.203921774281952,NA,0.153409178234458,0.254434370329446,"repeat.var"
"168","why_not_safe_in_aoo","exploitative_work","ninewa",0.162857134124772,NA,0.115803578596519,0.209910689653024,"repeat.var"
"169","why_not_safe_in_aoo","close_conflict","ninewa",0.182465063830981,NA,0.140088421679871,0.22484170598209,"repeat.var"
"170","why_not_safe_in_aoo","land_contaminated","ninewa",0.225760427833102,NA,0.199124952761261,0.252395902904942,"repeat.var"
"171","why_not_safe_in_aoo","fear_armed_actors","ninewa",0.389940897756107,NA,0.347176776680644,0.432705018831571,"repeat.var"
"172","why_not_safe_in_aoo","fear_extremists","ninewa",0.333470340972273,NA,0.293927359794463,0.373013322150082,"repeat.var"
"173","why_not_safe_in_aoo","fear_community_violence","ninewa",0.170761602205926,NA,0.136250605144337,0.205272599267515,"repeat.var"
"174","why_not_safe_in_aoo","discrimination","ninewa",0.12004614734405,NA,0.0878881011681352,0.152204193519966,"repeat.var"
"175","why_not_safe_in_aoo","poor_infrastructure","ninewa",0.344270222407662,NA,0.320568192298543,0.367972252516781,"repeat.var"
"176","why_not_safe_in_aoo","restrictions_on_households","ninewa",0.0196072742134492,NA,0.00186588131141979,0.0373486671154785,"repeat.var"
"177","why_not_safe_in_aoo","other","ninewa",0,NA,0,0,"repeat.var"
"178","why_not_safe_in_aoo","gender_based_violence","erbil",0.016358595194085,NA,0,0.0489211283756261,"repeat.var"
"179","why_not_safe_in_aoo","sporadic_clashes","erbil",0.0408964879852126,NA,0,0.0905095287780514,"repeat.var"
"180","why_not_safe_in_aoo","exploitative_work","erbil",0.20586876155268,NA,0.166465597586555,0.245271925518805,"repeat.var"
"181","why_not_safe_in_aoo","close_conflict","erbil",0.016358595194085,NA,0,0.0489211283756261,"repeat.var"
"182","why_not_safe_in_aoo","land_contaminated","erbil",0.234426987060998,NA,0.211129302118387,0.25772467200361,"repeat.var"
"183","why_not_safe_in_aoo","fear_armed_actors","erbil",0.16358595194085,NA,0.0857466094388934,0.241425294442807,"repeat.var"
"184","why_not_safe_in_aoo","fear_extremists","erbil",0.29445471349353,NA,0.234160618055568,0.354748808931493,"repeat.var"
"185","why_not_safe_in_aoo","fear_community_violence","erbil",0.289787430683919,NA,0.232609501531169,0.346965359836668,"repeat.var"
"186","why_not_safe_in_aoo","discrimination","erbil",0.016358595194085,NA,0,0.0489211283756261,"repeat.var"
"187","why_not_safe_in_aoo","poor_infrastructure","erbil",0.263123844731978,NA,0.19761227606553,0.328635413398425,"repeat.var"
"188","why_not_safe_in_aoo","restrictions_on_households","erbil",0,NA,0,0,"repeat.var"
"189","why_not_safe_in_aoo","other","erbil",0,NA,0,0,"repeat.var"
"190","why_not_safe_in_aoo.gender_based_violence",NA,"al.anbar",NA,NA,NA,NA,"repeat.var"
"191","why_not_safe_in_aoo","gender_based_violence","kirkuk",0,NA,0,0,"repeat.var"
"192","why_not_safe_in_aoo","sporadic_clashes","kirkuk",0.199444444444444,NA,0,0.619253902448539,"repeat.var"
"193","why_not_safe_in_aoo","exploitative_work","kirkuk",0.0499641577060932,NA,0,0.104863015113135,"repeat.var"
"194","why_not_safe_in_aoo","close_conflict","kirkuk",0.187568697729988,NA,0,0.380046787562339,"repeat.var"
"195","why_not_safe_in_aoo","land_contaminated","kirkuk",0.0874372759856631,NA,0.0219745607436926,0.152899991227634,"repeat.var"
"196","why_not_safe_in_aoo","fear_armed_actors","kirkuk",0.125113500597372,NA,0,0.313261306737075,"repeat.var"
"197","why_not_safe_in_aoo","fear_extremists","kirkuk",0.787652329749104,NA,0.738645297126458,0.83665936237175,"repeat.var"
"198","why_not_safe_in_aoo","fear_community_violence","kirkuk",0.100131421744325,NA,0,0.284741883167619,"repeat.var"
"199","why_not_safe_in_aoo","discrimination","kirkuk",0,NA,0,0,"repeat.var"
"200","why_not_safe_in_aoo","poor_infrastructure","kirkuk",0.313207885304659,NA,0.244928293515266,0.381487477094053,"repeat.var"
"201","why_not_safe_in_aoo","restrictions_on_households","kirkuk",0,NA,0,0,"repeat.var"
"202","why_not_safe_in_aoo","other","kirkuk",0,NA,0,0,"repeat.var"
"203","why_not_safe_in_aoo","gender_based_violence","salah.al.din",0.00577060419940009,NA,0,0.0198054939775191,"repeat.var"
"204","why_not_safe_in_aoo","sporadic_clashes","salah.al.din",0.289467491038695,NA,0.174567550000164,0.404367432077226,"repeat.var"
"205","why_not_safe_in_aoo","exploitative_work","salah.al.din",0.213170227382483,NA,0,0.431824635459541,"repeat.var"
"206","why_not_safe_in_aoo","close_conflict","salah.al.din",0.166727202236415,NA,0.0488779154602015,0.284576489012629,"repeat.var"
"207","why_not_safe_in_aoo","land_contaminated","salah.al.din",0.0868379347168092,NA,0,0.181637676005724,"repeat.var"
"208","why_not_safe_in_aoo","fear_armed_actors","salah.al.din",0.305214901272607,NA,0.0374871736835315,0.572942628861683,"repeat.var"
"209","why_not_safe_in_aoo","fear_extremists","salah.al.din",0.571581610790295,NA,0.348235978617601,0.794927242962989,"repeat.var"
"210","why_not_safe_in_aoo","fear_community_violence","salah.al.din",0.29155630828249,NA,0.0645036584296766,0.518608958135304,"repeat.var"
"211","why_not_safe_in_aoo","discrimination","salah.al.din",0.0142224580162018,NA,0,0.048813399230307,"repeat.var"
"212","why_not_safe_in_aoo","poor_infrastructure","salah.al.din",0.221208194747689,NA,0,0.464211499461887,"repeat.var"
"213","why_not_safe_in_aoo","restrictions_on_households","salah.al.din",0.0115412083988002,NA,0,0.0287303676750977,"repeat.var"
"214","why_not_safe_in_aoo","other","salah.al.din",1.11022302462516e-16,NA,1.11022302462516e-16,1.11022302462516e-16,"repeat.var"
"215","why_not_safe_in_aoo.gender_based_violence",NA,"diyala",NA,NA,NA,NA,"repeat.var"
"216","assistance_provided_in_aoo","decline_to_answer","ninewa",0.0265453170506113,NA,0.0189627557747173,0.0341278783265053,"repeat.var"
"217","assistance_provided_in_aoo","do_not_know","ninewa",0.322180858437184,NA,0.299897183889892,0.344464532984476,"repeat.var"
"218","assistance_provided_in_aoo","no","ninewa",0.495147794366303,NA,0.471305858098762,0.518989730633844,"repeat.var"
"219","assistance_provided_in_aoo","yes","ninewa",0.156126030145901,NA,0.137297039485672,0.174955020806131,"repeat.var"
"220","assistance_provided_in_aoo","do_not_know","erbil",0.309538614275264,NA,0.13589202925977,0.483185199290757,"repeat.var"
"221","assistance_provided_in_aoo","no","erbil",0.667350820357404,NA,0.492599814557915,0.842101826156893,"repeat.var"
"222","assistance_provided_in_aoo","yes","erbil",0.023110565367332,NA,-0.0101199792325211,0.0563411099671851,"repeat.var"
"223","assistance_provided_in_aoo","no","al.anbar",0.800980857459263,NA,0.800980857459263,0.800980857459263,"repeat.var"
"224","assistance_provided_in_aoo","yes","al.anbar",0.199019142540737,NA,0.199019142540737,0.199019142540737,"repeat.var"
"225","assistance_provided_in_aoo","do_not_know","kirkuk",0.206456423897225,NA,0.0807260270640331,0.332186820730417,"repeat.var"
"226","assistance_provided_in_aoo","no","kirkuk",0.556422933472114,NA,0.289361067877688,0.823484799066539,"repeat.var"
"227","assistance_provided_in_aoo","yes","kirkuk",0.237120642630661,NA,0.000782458930211172,0.47345882633111,"repeat.var"
"228","assistance_provided_in_aoo","decline_to_answer","salah.al.din",0.0182408443565027,NA,-0.0110457757997631,0.0475274645127684,"repeat.var"
"229","assistance_provided_in_aoo","do_not_know","salah.al.din",0.191772936640338,NA,0.111182485403452,0.272363387877225,"repeat.var"
"230","assistance_provided_in_aoo","no","salah.al.din",0.498681579376769,NA,0.226370054148564,0.770993104604974,"repeat.var"
"231","assistance_provided_in_aoo","yes","salah.al.din",0.29130463962639,NA,0.0241459913870731,0.558463287865707,"repeat.var"
"232","assistance_provided_in_aoo",NA,"diyala",NA,NA,NA,NA,"repeat.var"
"233","type_assistance","cash","ninewa",0.670832465838024,NA,0.60560820841705,0.736056723258998,"repeat.var"
"234","type_assistance","food","ninewa",0.85950692070745,NA,0.81424787984973,0.904765961565171,"repeat.var"
"235","type_assistance","nfi_distributions","ninewa",0.467285149239364,NA,0.394276552355361,0.540293746123367,"repeat.var"
"236","type_assistance","livelihoods","ninewa",0.317531686366566,NA,0.2611143888374,0.373948983895732,"repeat.var"
"237","type_assistance","infrastructure_repair","ninewa",0.199269378498995,NA,0.146474621473796,0.252064135524194,"repeat.var"
"238","type_assistance","other","ninewa",0,NA,0,0,"repeat.var"
"239","type_assistance","cash","erbil",0.385998107852413,NA,0.385998107852413,0.385998107852413,"repeat.var"
"240","type_assistance","food","erbil",1,NA,1,1,"repeat.var"
"241","type_assistance","nfi_distributions","erbil",0.614001892147587,NA,0.614001892147587,0.614001892147587,"repeat.var"
"242","type_assistance","livelihoods","erbil",0,NA,0,0,"repeat.var"
"243","type_assistance","infrastructure_repair","erbil",0,NA,0,0,"repeat.var"
"244","type_assistance","other","erbil",0,NA,0,0,"repeat.var"
"245","type_assistance.cash",NA,"al.anbar",NA,NA,NA,NA,"repeat.var"
"246","type_assistance","cash","kirkuk",0.761576944456322,NA,0.646270526290338,0.876883362622306,"repeat.var"
"247","type_assistance","food","kirkuk",0.98509855902852,NA,0.941858652216276,1,"repeat.var"
"248","type_assistance","nfi_distributions","kirkuk",0.850985590285201,NA,0.73934063096828,0.962630549602122,"repeat.var"
"249","type_assistance","livelihoods","kirkuk",0,NA,0,0,"repeat.var"
"250","type_assistance","infrastructure_repair","kirkuk",0.0745072048573994,NA,0,0.163745607409242,"repeat.var"
"251","type_assistance","other","kirkuk",0,NA,0,0,"repeat.var"
"252","type_assistance","cash","salah.al.din",0.703466887722207,NA,0.51297780361701,0.893955971827403,"repeat.var"
"253","type_assistance","food","salah.al.din",0.979076172054895,NA,0.936501110428126,1,"repeat.var"
"254","type_assistance","nfi_distributions","salah.al.din",0.231152252003316,NA,0.162197140392791,0.300107363613841,"repeat.var"
"255","type_assistance","livelihoods","salah.al.din",1.11022302462516e-16,NA,1.11022302462516e-16,1.11022302462516e-16,"repeat.var"
"256","type_assistance","infrastructure_repair","salah.al.din",0.068338399189463,NA,0,0.138494421106428,"repeat.var"
